Number,City,Gender,Age,Income,Illness
127816,Washington D.C.,Male,35,92871,No
127817,Washington D.C.,Female,44,54807,No
127818,Washington D.C.,Female,62,64988,No
127819,Washington D.C.,Female,32,48863,No
127820,Washington D.C.,Female,58,65556,No
127821,Washington D.C.,Male,47,68591,No
127822,Washington D.C.,Male,28,96641,No
127823,Washington D.C.,Male,63,61517,No
127824,Washington D.C.,Male,26,75006,No
127825,Washington D.C.,Male,57,77437,No
127826,Washington D.C.,Male,54,60110,No
127827,Washington D.C.,Female,46,50806,No
127828,Washington D.C.,Male,50,76148,No
127829,Washington D.C.,Male,59,71930,No
127830,Washington D.C.,Male,27,86553,No
127831,Washington D.C.,Male,59,62725,No
127832,Washington D.C.,Female,29,65100,No
127833,Washington D.C.,Female,29,57644,No
127834,Washington D.C.,Female,61,51636,No
127835,Washington D.C.,Male,44,75170,No
127836,Washington D.C.,Female,56,67402,No
127837,Washington D.C.,Male,51,76997,No
127838,Washington D.C.,Male,41,66087,No
127839,Washington D.C.,Male,30,64152,No
127840,Washington D.C.,Female,33,74020,No
127841,Washington D.C.,Male,58,82667,No
127842,Washington D.C.,Female,35,70084,No
127843,Washington D.C.,Female,63,63088,No
127844,Washington D.C.,Male,51,91057,No
127845,Washington D.C.,Female,31,66283,No
127846,Washington D.C.,Male,33,67135,No
127847,Washington D.C.,Female,52,59009,No
127848,Washington D.C.,Male,43,85137,No
127849,Washington D.C.,Male,36,78166,No
127850,Washington D.C.,Male,37,72626,No
127851,Washington D.C.,Female,44,68062,Yes
127852,Washington D.C.,Male,55,89302,No
127853,Washington D.C.,Male,38,73062,No
127854,Washington D.C.,Male,39,73783,No
127855,Washington D.C.,Male,49,81571,No
127856,Washington D.C.,Female,37,72344,No
127857,Washington D.C.,Female,63,83689,No
127858,Washington D.C.,Female,33,85272,No
127859,Washington D.C.,Male,59,59522,No
127860,Washington D.C.,Male,51,74357,No
127861,Washington D.C.,Female,57,56513,No
127862,Washington D.C.,Female,40,70519,No
127863,Washington D.C.,Male,26,74562,No
127864,Washington D.C.,Male,49,65558,No
127865,Washington D.C.,Female,58,65673,No
127866,Washington D.C.,Female,39,62748,No
127867,Washington D.C.,Male,47,71480,No
127868,Washington D.C.,Female,54,68649,No
127869,Washington D.C.,Female,41,69662,No
127870,Washington D.C.,Female,58,77629,No
127871,Washington D.C.,Female,34,70303,No
127872,Washington D.C.,Female,32,65284,No
127873,Washington D.C.,Female,63,53502,No
127874,Washington D.C.,Female,56,74212,No
127875,Washington D.C.,Female,59,50118,No
127876,Washington D.C.,Male,39,70718,No
127877,Washington D.C.,Male,36,68340,No
127878,Washington D.C.,Male,40,79299,No
127879,Washington D.C.,Female,34,74746,No
127880,Washington D.C.,Male,62,82440,No
127881,Washington D.C.,Female,38,82097,No
127882,Washington D.C.,Male,43,70056,Yes
127883,Washington D.C.,Male,55,87679,No
127884,Washington D.C.,Male,56,67404,No
127885,Washington D.C.,Male,45,68799,No
127886,Washington D.C.,Female,45,54029,No
127887,Washington D.C.,Male,29,88874,No
127888,Washington D.C.,Female,64,63811,No
127889,Washington D.C.,Female,49,68736,No
127890,Washington D.C.,Female,33,65303,No
127891,Washington D.C.,Male,51,84889,Yes
127892,Washington D.C.,Female,54,63130,No
127893,Washington D.C.,Male,33,77084,No
127894,Washington D.C.,Male,33,72761,No
127895,Washington D.C.,Male,34,86115,No
127896,Washington D.C.,Male,30,72330,No
127897,Washington D.C.,Female,52,57144,No
127898,Washington D.C.,Male,58,55770,No
127899,Washington D.C.,Male,31,77964,No
127900,Washington D.C.,Female,64,67093,No
127901,Washington D.C.,Male,33,73198,No
127902,Washington D.C.,Male,45,84278,No
127903,Washington D.C.,Female,54,79136,No
127904,Washington D.C.,Male,51,59995,No
127905,Washington D.C.,Female,39,70768,No
127906,Washington D.C.,Female,38,59628,No
127907,Washington D.C.,Female,59,49755,No
127908,Washington D.C.,Female,38,74340,No
127909,Washington D.C.,Female,35,49731,No
127910,Washington D.C.,Female,32,53688,No
127911,Washington D.C.,Female,26,71654,No
127912,Washington D.C.,Male,31,60407,Yes
127913,Washington D.C.,Male,51,86250,No
127914,Washington D.C.,Male,52,55774,No
127915,Washington D.C.,Male,35,87841,No
127916,Washington D.C.,Male,64,88531,No
127917,Washington D.C.,Male,47,65871,No
127918,Washington D.C.,Female,51,54526,No
127919,Washington D.C.,Male,48,82366,No
127920,Washington D.C.,Male,38,78110,No
127921,Washington D.C.,Female,32,68553,No
127922,Washington D.C.,Female,63,50250,No
127923,Washington D.C.,Female,58,62066,No
127924,Washington D.C.,Female,27,67154,No
127925,Washington D.C.,Female,50,55393,No
127926,Washington D.C.,Female,54,78534,No
127927,Washington D.C.,Male,60,94452,No
127928,Washington D.C.,Female,45,62646,No
127929,Washington D.C.,Male,26,88868,No
127930,Washington D.C.,Male,41,77307,No
127931,Washington D.C.,Female,52,79429,No
127932,Washington D.C.,Male,39,77565,No
127933,Washington D.C.,Female,46,67893,No
127934,Washington D.C.,Male,37,77626,No
127935,Washington D.C.,Male,49,67946,No
127936,Washington D.C.,Male,30,76010,No
127937,Washington D.C.,Male,27,85553,No
127938,Washington D.C.,Female,36,74095,No
127939,Washington D.C.,Male,27,72592,No
127940,Washington D.C.,Male,51,80630,No
127941,Washington D.C.,Male,42,60731,No
127942,Washington D.C.,Female,25,53956,No
127943,Washington D.C.,Female,41,59310,No
127944,Washington D.C.,Male,59,71192,No
127945,Washington D.C.,Female,61,77525,No
127946,Washington D.C.,Male,52,79112,No
127947,Washington D.C.,Female,63,65341,No
127948,Washington D.C.,Female,44,70312,No
127949,Washington D.C.,Female,64,55553,No
127950,Washington D.C.,Female,60,66712,No
127951,Washington D.C.,Male,30,66823,No
127952,Washington D.C.,Female,48,72155,No
127953,Washington D.C.,Female,50,70503,No
127954,Washington D.C.,Male,41,76167,No
127955,Washington D.C.,Male,62,74067,No
127956,Washington D.C.,Female,39,66506,No
127957,Washington D.C.,Female,61,75212,No
127958,Washington D.C.,Male,37,77380,Yes
127959,Washington D.C.,Female,62,53881,No
127960,Washington D.C.,Male,32,70870,No
127961,Washington D.C.,Female,31,64393,No
127962,Washington D.C.,Male,54,75441,No
127963,Washington D.C.,Male,33,80002,No
127964,Washington D.C.,Male,55,61989,No
127965,Washington D.C.,Female,50,64628,No
127966,Washington D.C.,Female,54,56576,No
127967,Washington D.C.,Male,44,73767,No
127968,Washington D.C.,Female,48,69120,No
127969,Washington D.C.,Female,40,71631,No
127970,Washington D.C.,Male,48,91484,No
127971,Washington D.C.,Male,31,60729,No
127972,Washington D.C.,Male,46,66642,No
127973,Washington D.C.,Male,30,82026,Yes
127974,Washington D.C.,Male,54,76401,No
127975,Washington D.C.,Male,47,75973,No
127976,Washington D.C.,Male,54,58054,No
127977,Washington D.C.,Male,49,81168,No
127978,Washington D.C.,Female,29,74863,No
127979,Washington D.C.,Female,28,46132,No
127980,Washington D.C.,Male,35,74417,No
127981,Washington D.C.,Male,58,85960,No
127982,Washington D.C.,Male,41,75095,No
127983,Washington D.C.,Male,61,80739,No
127984,Washington D.C.,Female,38,71417,No
127985,Washington D.C.,Female,51,64595,No
127986,Washington D.C.,Male,53,74352,No
127987,Washington D.C.,Male,57,77458,No
127988,Washington D.C.,Female,25,61680,No
127989,Washington D.C.,Female,30,76891,No
127990,Washington D.C.,Female,31,55010,No
127991,Washington D.C.,Male,50,63144,No
127992,Washington D.C.,Female,30,75407,No
127993,Washington D.C.,Male,26,85251,No
127994,Washington D.C.,Male,28,78064,No
127995,Washington D.C.,Male,36,80753,No
127996,Washington D.C.,Male,30,75543,No
127997,Washington D.C.,Female,60,58816,No
127998,Washington D.C.,Female,31,58133,No
127999,Washington D.C.,Male,59,85138,No
128000,Washington D.C.,Male,63,92827,No
128001,Washington D.C.,Female,29,79585,No
128002,Washington D.C.,Male,43,87816,No
128003,Washington D.C.,Female,50,74813,No
128004,Washington D.C.,Female,60,82899,No
128005,Washington D.C.,Male,47,80302,No
128006,Washington D.C.,Male,48,85461,No
128007,Washington D.C.,Male,38,71189,No
128008,Washington D.C.,Male,44,76853,No
128009,Washington D.C.,Female,28,76503,Yes
128010,Washington D.C.,Male,27,89132,No
128011,Washington D.C.,Female,57,61784,No
128012,Washington D.C.,Female,31,71937,No
128013,Washington D.C.,Female,46,67001,No
128014,Washington D.C.,Male,63,62369,No
128015,Washington D.C.,Female,59,64039,No
128016,Washington D.C.,Male,55,60726,No
128017,Washington D.C.,Male,27,59422,No
128018,Washington D.C.,Female,48,54582,Yes
128019,Washington D.C.,Female,30,64162,No
128020,Washington D.C.,Male,39,76003,No
128021,Washington D.C.,Male,48,70315,No
128022,Washington D.C.,Male,57,63077,No
128023,Washington D.C.,Male,64,97133,No
128024,Washington D.C.,Male,40,82167,No
128025,Washington D.C.,Male,35,72228,No
128026,Washington D.C.,Male,27,74056,No
128027,Washington D.C.,Male,31,95210,No
128028,Washington D.C.,Male,58,76835,No
128029,Washington D.C.,Female,54,59994,No
128030,Washington D.C.,Male,47,69443,No
128031,Washington D.C.,Female,32,67167,No
128032,Washington D.C.,Male,52,74251,No
128033,Washington D.C.,Male,26,87139,No
128034,Washington D.C.,Male,38,71293,No
128035,Washington D.C.,Male,36,67528,No
128036,Washington D.C.,Female,43,65788,No
128037,Washington D.C.,Male,43,61827,No
128038,Washington D.C.,Male,54,66336,No
128039,Washington D.C.,Male,52,66542,No
128040,Washington D.C.,Male,34,80283,No
128041,Washington D.C.,Male,49,63982,No
128042,Washington D.C.,Female,42,72938,No
128043,Washington D.C.,Male,64,73322,No
128044,Washington D.C.,Female,61,45055,No
128045,Washington D.C.,Male,47,69535,No
128046,Washington D.C.,Female,43,75033,No
128047,Washington D.C.,Male,61,80363,Yes
128048,Washington D.C.,Male,38,84045,Yes
128049,Washington D.C.,Female,36,57367,No
128050,Washington D.C.,Male,30,77434,No
128051,Washington D.C.,Male,58,77134,No
128052,Washington D.C.,Male,54,63737,No
128053,Washington D.C.,Female,49,51691,No
128054,Washington D.C.,Female,26,66015,No
128055,Washington D.C.,Male,58,55758,No
128056,Washington D.C.,Male,31,80575,No
128057,Washington D.C.,Female,43,64891,No
128058,Washington D.C.,Male,54,86593,No
128059,Washington D.C.,Male,62,56706,No
128060,Washington D.C.,Female,62,63490,No
128061,Washington D.C.,Male,27,91184,No
128062,Washington D.C.,Female,38,71681,No
128063,Washington D.C.,Female,50,67460,No
128064,Washington D.C.,Male,65,88580,No
128065,Washington D.C.,Male,26,78803,No
128066,Washington D.C.,Male,47,66575,Yes
128067,Washington D.C.,Male,28,83061,No
128068,Washington D.C.,Male,27,65662,No
128069,Washington D.C.,Female,28,81065,No
128070,Washington D.C.,Male,53,86978,No
128071,Washington D.C.,Female,33,74910,No
128072,Washington D.C.,Male,38,72642,No
128073,Washington D.C.,Male,61,65301,No
128074,Washington D.C.,Female,56,70385,Yes
128075,Washington D.C.,Male,49,94982,No
128076,Washington D.C.,Female,35,48199,No
128077,Washington D.C.,Female,61,66300,No
128078,Washington D.C.,Male,45,92790,No
128079,Washington D.C.,Male,27,70150,No
128080,Washington D.C.,Male,28,90242,Yes
128081,Washington D.C.,Male,63,66480,No
128082,Washington D.C.,Female,50,72617,No
128083,Washington D.C.,Male,51,69047,No
128084,Washington D.C.,Male,41,67680,No
128085,Washington D.C.,Male,59,58833,No
128086,Washington D.C.,Female,28,61223,No
128087,Washington D.C.,Male,39,82239,No
128088,Washington D.C.,Female,43,66094,Yes
128089,Washington D.C.,Male,61,61297,No
128090,Washington D.C.,Female,35,69103,No
128091,Washington D.C.,Female,29,66712,No
128092,Washington D.C.,Male,61,81253,Yes
128093,Washington D.C.,Female,48,66520,Yes
128094,Washington D.C.,Male,34,64904,No
128095,Washington D.C.,Female,32,59383,No
128096,Washington D.C.,Male,26,77502,Yes
128097,Washington D.C.,Female,58,69780,No
128098,Washington D.C.,Male,33,59674,No
128099,Washington D.C.,Female,61,57902,No
128100,Washington D.C.,Female,62,69688,No
128101,Washington D.C.,Male,57,73839,No
128102,Washington D.C.,Male,32,77788,Yes
128103,Washington D.C.,Male,33,78068,No
128104,Washington D.C.,Female,54,79263,No
128105,Washington D.C.,Female,64,59706,No
128106,Washington D.C.,Female,36,68253,No
128107,Washington D.C.,Female,52,68953,No
128108,Washington D.C.,Male,30,65061,No
128109,Washington D.C.,Male,31,77344,No
128110,Washington D.C.,Male,51,66138,No
128111,Washington D.C.,Female,45,61446,No
128112,Washington D.C.,Male,27,53298,No
128113,Washington D.C.,Female,43,81155,Yes
128114,Washington D.C.,Female,53,38753,No
128115,Washington D.C.,Female,39,77909,Yes
128116,Washington D.C.,Female,39,53370,No
128117,Washington D.C.,Female,29,59676,No
128118,Washington D.C.,Female,53,77775,No
128119,Washington D.C.,Male,55,70886,No
128120,Washington D.C.,Male,56,77057,No
128121,Washington D.C.,Female,43,67353,No
128122,Washington D.C.,Female,40,71422,No
128123,Washington D.C.,Female,45,69354,Yes
128124,Washington D.C.,Male,28,80179,No
128125,Washington D.C.,Male,59,79568,No
128126,Washington D.C.,Female,55,75647,Yes
128127,Washington D.C.,Female,62,69019,No
128128,Washington D.C.,Male,53,56105,No
128129,Washington D.C.,Male,36,60249,No
128130,Washington D.C.,Male,53,71211,No
128131,Washington D.C.,Male,36,74654,No
128132,Washington D.C.,Male,51,65239,No
128133,Washington D.C.,Female,32,74321,Yes
128134,Washington D.C.,Female,31,60454,No
128135,Washington D.C.,Male,58,75805,No
128136,Washington D.C.,Male,41,86636,No
128137,Washington D.C.,Male,49,74433,No
128138,Washington D.C.,Male,54,60881,No
128139,Washington D.C.,Male,33,56784,No
128140,Washington D.C.,Male,61,79792,No
128141,Washington D.C.,Female,38,61519,Yes
128142,Washington D.C.,Male,55,80080,No
128143,Washington D.C.,Male,49,98935,No
128144,Washington D.C.,Male,37,64097,No
128145,Washington D.C.,Male,63,63022,Yes
128146,Washington D.C.,Male,53,82963,No
128147,Washington D.C.,Male,39,76217,No
128148,Washington D.C.,Female,25,64946,No
128149,Washington D.C.,Female,40,52717,No
128150,Washington D.C.,Male,58,72057,No
128151,Washington D.C.,Male,35,76871,No
128152,Washington D.C.,Male,56,49929,No
128153,Washington D.C.,Female,59,73573,No
128154,Washington D.C.,Female,26,79156,No
128155,Washington D.C.,Male,60,75965,No
128156,Washington D.C.,Male,40,90592,No
128157,Washington D.C.,Male,54,75120,No
128158,Washington D.C.,Male,33,87242,No
128159,Washington D.C.,Female,45,55565,No
128160,Washington D.C.,Male,26,63132,No
128161,Washington D.C.,Male,59,85453,No
128162,Washington D.C.,Female,41,56886,No
128163,Washington D.C.,Male,48,70550,Yes
128164,Washington D.C.,Female,40,75529,No
128165,Washington D.C.,Male,39,85857,No
128166,Washington D.C.,Male,31,76906,No
128167,Washington D.C.,Male,60,79533,No
128168,Washington D.C.,Female,40,66787,No
128169,Washington D.C.,Male,54,80965,No
128170,Washington D.C.,Male,65,88821,No
128171,Washington D.C.,Female,49,79743,No
128172,Washington D.C.,Female,31,60309,No
128173,Washington D.C.,Male,27,64664,Yes
128174,Washington D.C.,Male,36,69309,No
128175,Washington D.C.,Female,36,44133,No
128176,Washington D.C.,Female,52,54403,No
128177,Washington D.C.,Female,28,64110,No
128178,Washington D.C.,Male,53,79265,No
128179,Washington D.C.,Female,27,66545,Yes
128180,Washington D.C.,Female,36,60573,No
128181,Washington D.C.,Male,39,76451,No
128182,Washington D.C.,Female,60,73516,No
128183,Washington D.C.,Male,28,63240,No
128184,Washington D.C.,Female,43,77055,No
128185,Washington D.C.,Female,40,58142,No
128186,Washington D.C.,Female,33,63672,Yes
128187,Washington D.C.,Female,62,52865,No
128188,Washington D.C.,Male,43,83175,No
128189,Washington D.C.,Male,61,72706,No
128190,Washington D.C.,Male,53,92070,No
128191,Washington D.C.,Female,50,58898,Yes
128192,Washington D.C.,Male,33,85186,No
128193,Washington D.C.,Female,41,57984,No
128194,Washington D.C.,Male,50,89996,No
128195,Washington D.C.,Male,26,59445,Yes
128196,Washington D.C.,Female,49,51995,No
128197,Washington D.C.,Female,54,77924,No
128198,Washington D.C.,Male,58,83466,No
128199,Washington D.C.,Female,46,66141,No
128200,Washington D.C.,Female,29,49973,No
128201,Washington D.C.,Female,48,52067,No
128202,Washington D.C.,Male,27,77302,No
128203,Washington D.C.,Female,46,72165,No
128204,Washington D.C.,Male,65,62260,No
128205,Washington D.C.,Male,25,77386,No
128206,Washington D.C.,Female,55,50107,No
128207,Washington D.C.,Female,41,76825,No
128208,Washington D.C.,Female,47,67179,No
128209,Washington D.C.,Male,49,77665,No
128210,Washington D.C.,Male,31,56785,No
128211,Washington D.C.,Female,64,68849,No
128212,Washington D.C.,Male,52,76940,No
128213,Washington D.C.,Female,38,60118,No
128214,Washington D.C.,Female,44,65773,No
128215,Washington D.C.,Female,53,63550,No
128216,Washington D.C.,Male,35,79872,No
128217,Washington D.C.,Female,57,65003,No
128218,Washington D.C.,Male,64,73762,No
128219,Washington D.C.,Male,57,75754,No
128220,Washington D.C.,Male,38,65732,No
128221,Washington D.C.,Male,33,78706,No
128222,Washington D.C.,Male,64,85797,No
128223,Washington D.C.,Male,45,48416,No
128224,Washington D.C.,Female,33,70281,No
128225,Washington D.C.,Male,51,66316,No
128226,Washington D.C.,Female,39,50055,No
128227,Washington D.C.,Male,39,75594,No
128228,Washington D.C.,Female,57,69667,No
128229,Washington D.C.,Male,31,78449,No
128230,Washington D.C.,Male,28,66132,No
128231,Washington D.C.,Female,35,54436,No
128232,Washington D.C.,Male,47,78297,No
128233,Washington D.C.,Female,59,48057,No
128234,Washington D.C.,Male,64,71821,No
128235,Washington D.C.,Male,53,67734,No
128236,Washington D.C.,Female,41,58976,No
128237,Washington D.C.,Male,42,88519,No
128238,Washington D.C.,Female,44,59069,No
128239,Washington D.C.,Female,62,53818,No
128240,Washington D.C.,Female,43,73813,No
128241,Washington D.C.,Male,53,73899,No
128242,Washington D.C.,Male,38,71731,No
128243,Washington D.C.,Male,49,87194,No
128244,Washington D.C.,Male,62,55981,No
128245,Washington D.C.,Female,46,70714,Yes
128246,Washington D.C.,Female,54,43289,No
128247,Washington D.C.,Male,37,73126,No
128248,Washington D.C.,Male,31,72459,No
128249,Washington D.C.,Male,26,79992,No
128250,Washington D.C.,Male,37,83723,No
128251,Washington D.C.,Female,46,64556,No
128252,Washington D.C.,Male,44,82124,No
128253,Washington D.C.,Male,34,81707,No
128254,Washington D.C.,Male,27,67018,No
128255,Washington D.C.,Male,59,69847,No
128256,Washington D.C.,Female,51,71073,No
128257,Washington D.C.,Female,50,90983,Yes
128258,Washington D.C.,Male,53,65666,No
128259,Washington D.C.,Male,64,95553,No
128260,Washington D.C.,Female,32,70731,No
128261,Washington D.C.,Male,34,75201,No
128262,Washington D.C.,Male,38,47128,No
128263,Washington D.C.,Male,31,71666,No
128264,Washington D.C.,Male,26,73630,No
128265,Washington D.C.,Male,37,69618,No
128266,Washington D.C.,Male,57,70836,No
128267,Washington D.C.,Male,56,72843,No
128268,Washington D.C.,Female,53,70968,No
128269,Washington D.C.,Female,49,72382,No
128270,Washington D.C.,Female,58,70560,No
128271,Washington D.C.,Female,54,74199,No
128272,Washington D.C.,Female,35,58783,No
128273,Washington D.C.,Male,39,66889,No
128274,Washington D.C.,Female,55,72958,No
128275,Washington D.C.,Male,44,92496,No
128276,Washington D.C.,Male,51,94343,No
128277,Washington D.C.,Female,50,71711,No
128278,Washington D.C.,Male,36,85354,No
128279,Washington D.C.,Female,39,59909,No
128280,Washington D.C.,Male,38,70731,No
128281,Washington D.C.,Male,36,65256,No
128282,Washington D.C.,Male,61,62576,No
128283,Washington D.C.,Female,34,44798,No
128284,Washington D.C.,Male,38,79597,No
128285,Washington D.C.,Female,46,62244,No
128286,Washington D.C.,Male,41,91193,No
128287,Washington D.C.,Female,45,69840,No
128288,Washington D.C.,Male,51,71575,No
128289,Washington D.C.,Female,41,73478,No
128290,Washington D.C.,Male,60,70637,No
128291,Washington D.C.,Male,27,67491,No
128292,Washington D.C.,Female,43,61710,No
128293,Washington D.C.,Male,48,83614,No
128294,Washington D.C.,Male,46,70413,No
128295,Washington D.C.,Male,38,89591,No
128296,Washington D.C.,Male,39,63699,No
128297,Washington D.C.,Female,53,76135,No
128298,Washington D.C.,Female,51,78454,No
128299,Washington D.C.,Male,60,78890,No
128300,Washington D.C.,Male,26,75557,No
128301,Washington D.C.,Female,58,80602,No
128302,Washington D.C.,Female,25,68802,No
128303,Washington D.C.,Female,59,69661,No
128304,Washington D.C.,Female,36,68246,No
128305,Washington D.C.,Female,44,51536,No
128306,Washington D.C.,Female,56,74527,No
128307,Washington D.C.,Female,29,65591,No
128308,Washington D.C.,Male,29,90331,No
128309,Washington D.C.,Female,36,54921,No
128310,Washington D.C.,Female,64,51729,No
128311,Washington D.C.,Male,31,88812,No
128312,Washington D.C.,Female,27,57847,No
128313,Washington D.C.,Female,54,83126,No
128314,Washington D.C.,Female,50,68040,Yes
128315,Washington D.C.,Female,55,52516,No
128316,Washington D.C.,Male,43,77166,No
128317,Washington D.C.,Female,51,65625,No
128318,Washington D.C.,Male,62,62606,No
128319,Washington D.C.,Female,52,81353,No
128320,Washington D.C.,Male,56,83653,No
128321,Washington D.C.,Female,37,70812,No
128322,Washington D.C.,Female,52,51620,No
128323,Washington D.C.,Male,63,93250,No
128324,Washington D.C.,Female,31,39919,No
128325,Washington D.C.,Female,30,59016,No
128326,Washington D.C.,Male,63,87132,No
128327,Washington D.C.,Female,25,69789,No
128328,Washington D.C.,Female,64,62628,No
128329,Washington D.C.,Female,55,71532,No
128330,Washington D.C.,Female,32,69813,Yes
128331,Washington D.C.,Male,64,106126,No
128332,Washington D.C.,Female,36,57292,No
128333,Washington D.C.,Female,29,72832,No
128334,Washington D.C.,Male,54,73921,No
128335,Washington D.C.,Female,62,79560,No
128336,Washington D.C.,Female,58,79495,No
128337,Washington D.C.,Female,62,60714,No
128338,Washington D.C.,Male,29,90259,No
128339,Washington D.C.,Female,40,53380,No
128340,Washington D.C.,Male,42,81091,No
128341,Washington D.C.,Male,35,67500,No
128342,Washington D.C.,Female,59,72604,No
128343,Washington D.C.,Female,31,80769,No
128344,Washington D.C.,Female,44,77295,No
128345,Washington D.C.,Female,54,66301,No
128346,Washington D.C.,Male,57,82561,No
128347,Washington D.C.,Male,51,75268,No
128348,Washington D.C.,Female,61,74754,No
128349,Washington D.C.,Male,26,94004,No
128350,Washington D.C.,Male,31,53603,No
128351,Washington D.C.,Female,27,62762,No
128352,Washington D.C.,Female,32,46082,No
128353,Washington D.C.,Female,27,58502,No
128354,Washington D.C.,Female,36,78543,No
128355,Washington D.C.,Female,60,78570,No
128356,Washington D.C.,Female,42,65202,No
128357,Washington D.C.,Male,50,76366,No
128358,Washington D.C.,Male,27,62914,No
128359,Washington D.C.,Male,64,72397,No
128360,Washington D.C.,Female,47,57309,Yes
128361,Washington D.C.,Male,55,83644,No
128362,Washington D.C.,Male,59,76004,No
128363,Washington D.C.,Male,63,68951,No
128364,Washington D.C.,Male,52,68637,No
128365,Washington D.C.,Male,42,80047,No
128366,Washington D.C.,Male,39,76675,No
128367,Washington D.C.,Female,36,67521,No
128368,Washington D.C.,Male,49,74818,No
128369,Washington D.C.,Male,43,84973,No
128370,Washington D.C.,Male,60,77956,No
128371,Washington D.C.,Female,45,70632,No
128372,Washington D.C.,Male,53,69527,No
128373,Washington D.C.,Male,58,77283,No
128374,Washington D.C.,Female,29,66464,No
128375,Washington D.C.,Male,39,75298,Yes
128376,Washington D.C.,Male,29,78897,No
128377,Washington D.C.,Female,63,80223,No
128378,Washington D.C.,Male,50,88266,No
128379,Washington D.C.,Female,41,75696,No
128380,Washington D.C.,Male,28,96586,No
128381,Washington D.C.,Female,35,48400,No
128382,Washington D.C.,Female,29,82309,No
128383,Washington D.C.,Male,61,57610,No
128384,Washington D.C.,Female,42,62353,No
128385,Washington D.C.,Male,42,72879,Yes
128386,Washington D.C.,Male,26,83844,No
128387,Washington D.C.,Female,55,50783,No
128388,Washington D.C.,Male,49,74169,No
128389,Washington D.C.,Female,41,78699,No
128390,Washington D.C.,Male,58,66355,Yes
128391,Washington D.C.,Female,35,65354,No
128392,Washington D.C.,Female,40,69628,Yes
128393,Washington D.C.,Male,25,82883,No
128394,Washington D.C.,Male,35,59618,No
128395,Washington D.C.,Female,38,57665,No
128396,Washington D.C.,Male,53,66816,No
128397,Washington D.C.,Male,33,67288,No
128398,Washington D.C.,Male,52,81886,No
128399,Washington D.C.,Male,39,73123,No
128400,Washington D.C.,Male,51,65007,No
128401,Washington D.C.,Male,34,82998,No
128402,Washington D.C.,Male,64,70809,No
128403,Washington D.C.,Female,42,77096,No
128404,Washington D.C.,Female,44,77341,Yes
128405,Washington D.C.,Female,61,82474,Yes
128406,Washington D.C.,Male,44,86514,No
128407,Washington D.C.,Male,41,96614,No
128408,Washington D.C.,Male,25,69301,No
128409,Washington D.C.,Female,47,65870,No
128410,Washington D.C.,Female,34,56887,No
128411,Washington D.C.,Male,34,91060,No
128412,Washington D.C.,Female,37,65808,No
128413,Washington D.C.,Female,45,55713,No
128414,Washington D.C.,Female,48,63831,No
128415,Washington D.C.,Male,44,62949,No
128416,Washington D.C.,Female,55,74006,No
128417,Washington D.C.,Male,29,72020,No
128418,Washington D.C.,Female,41,51368,No
128419,Washington D.C.,Male,47,80146,No
128420,Washington D.C.,Female,35,72272,No
128421,Washington D.C.,Male,46,81125,No
128422,Washington D.C.,Female,46,73705,No
128423,Washington D.C.,Male,27,80268,No
128424,Washington D.C.,Male,34,83604,Yes
128425,Washington D.C.,Female,30,52790,No
128426,Washington D.C.,Male,51,79040,No
128427,Washington D.C.,Male,48,87763,No
128428,Washington D.C.,Female,57,55423,No
128429,Washington D.C.,Male,63,74944,No
128430,Washington D.C.,Male,59,84795,Yes
128431,Washington D.C.,Female,41,58757,No
128432,Washington D.C.,Male,32,71690,No
128433,Washington D.C.,Male,41,83784,No
128434,Washington D.C.,Female,36,60902,No
128435,Washington D.C.,Female,48,55223,No
128436,Washington D.C.,Male,62,80327,No
128437,Washington D.C.,Male,57,77618,No
128438,Washington D.C.,Female,62,48881,No
128439,Washington D.C.,Female,28,68460,No
128440,Washington D.C.,Male,41,85699,No
128441,Washington D.C.,Female,38,71647,No
128442,Washington D.C.,Female,65,65086,No
128443,Washington D.C.,Female,46,68579,No
128444,Washington D.C.,Male,59,73242,Yes
128445,Washington D.C.,Female,56,61980,No
128446,Washington D.C.,Female,56,64123,No
128447,Washington D.C.,Male,56,78947,No
128448,Washington D.C.,Female,41,72312,No
128449,Washington D.C.,Female,29,49268,No
128450,Washington D.C.,Female,45,64619,No
128451,Washington D.C.,Female,61,76397,No
128452,Washington D.C.,Female,57,75524,No
128453,Washington D.C.,Female,61,71561,No
128454,Washington D.C.,Male,56,76866,No
128455,Washington D.C.,Female,64,71161,No
128456,Washington D.C.,Male,60,82630,Yes
128457,Washington D.C.,Male,35,74284,No
128458,Washington D.C.,Female,39,75339,No
128459,Washington D.C.,Male,39,80393,No
128460,Washington D.C.,Male,36,77364,No
128461,Washington D.C.,Male,58,74113,No
128462,Washington D.C.,Male,41,83479,No
128463,Washington D.C.,Male,27,87795,No
128464,Washington D.C.,Male,38,90820,No
128465,Washington D.C.,Male,51,76024,No
128466,Washington D.C.,Female,30,67027,No
128467,Washington D.C.,Female,31,50462,No
128468,Washington D.C.,Male,38,75038,No
128469,Washington D.C.,Female,39,59090,No
128470,Washington D.C.,Female,29,74403,No
128471,Washington D.C.,Female,62,64352,Yes
128472,Washington D.C.,Male,64,81581,No
128473,Washington D.C.,Female,61,82905,No
128474,Washington D.C.,Male,51,72202,No
128475,Washington D.C.,Female,45,46989,No
128476,Washington D.C.,Male,44,78731,No
